,Neg_Word,Neg_Count,Pos_Word,Pos_Count,Neg_feature,Neg_Count_feat,Pos_feature,Pos_Count_feat,Neg_feature_brand,Neg_Count_feat_brand,Pos_feature_brand,Pos_Count_feat_brand,Neg_Word_brand,Neg_Count_brand,Pos_Word_brand,Pos_Count_brand
5786,,,dasharea,1,,, 1080i,1.0,,,,,,,,
5787,,,crowded,1,,, 1080p,9.0,,,,,,,,
5788,,,post,8,,, 2160p,1.0,,,,,,,,
5789,,,itit,1,,, brushed,1.0,,,,,,,,
5790,,,shaky,1,,, facing,1.0,,,,,,,,
5791,,,goose,1,,, i997,28.0,,,,,,,,
5792,,,e90,1,,, infuse,39.0,,,,,,,,
5793,,,bmws,1,,, rubberize,2.0,,,,,,,,
5794,,,fork,2,,,orange,1.0,,,,,,,,
5795,,,34,5,,, sline,1.0,,,,,,,,
5796,,,versatile,3,,, 80211bgn,3.0,,,,,,,,
5797,,,unloaded,1,,, 80211n,3.0,,,,,,,,
5798,,,by,2,,, 24ghz,3.0,,,,,,,,
5799,,,squeezing,2,,, vgaquality,3.0,,,,,,,,
5800,,,mustang,2,,, microsim,15.0,,,,,,,,
5801,,,gt,2,,, qualityand,5.0,,,,,,,,
5802,,,fly,6,,, fold,7.0,,,,,,,,
5803,,,reinstall,1,,,casio,3.0,,,,,,,,
5804,,,snake,1,,, hitachi,3.0,,,,,,,,
5805,,,flying,1,,, greatshield,21.0,,,,,,,,
5806,,,rearview,1,,, r800,14.0,,,,,,,,
5807,,,h20,12,,, xperia,22.0,,,,,,,,
5808,,,anyones,1,,, void,1.0,,,,,,,,
5809,,,h2o,63,,, rovertrade,2.0,,,,,,,,
5810,,,spartan,1,,,androidpowered,5.0,,,,,,,,
5811,,,chicago,1,,, 10x,7.0,,,,,,,,
5812,,,il,1,,, frontfacing,13.0,,,,,,,,
5813,,,seattle,1,,, 13mp,9.0,,,,,,,,
5814,,,logged,1,,, 21001700900,1.0,,,,,,,,
5815,,,27,3,,, 148,1.0,,,,,,,,
5816,,,3gb,2,,, 21001900800850,1.0,,,,,,,,
5817,,,renewable,1,,, 1256,1.0,,,,,,,,
5818,,,print,12,,, ejector,6.0,,,,,,,,
5819,,,bogis,1,,, absorbed,33.0,,,,,,,,
5820,,,ahead,5,,, native,22.0,,,,,,,,
5821,,,jail,1,,, macbooks,33.0,,,,,,,,
5822,,,mb,1,,, hangup,33.0,,,,,,,,
5823,,,monthly,5,,, phonenative,11.0,,,,,,,,
5824,,,gb,1,,, telephoneone,11.0,,,,,,,,
5825,,,noncarrier,1,,,bunny,2.0,,,,,,,,
5826,,,unlocking,1,,, bunny,7.0,,,,,,,,
5827,,,commercial,2,,, accumulating,7.0,,,,,,,,
5828,,,hurry,3,,, marking,2.0,,,,,,,,
5829,,,burned,2,,,5,12.0,,,,,,,,
5830,,,someplace,1,,,meet,1.0,,,,,,,,
5831,,,cricket,2,,, independently,1.0,,,,,,,,
5832,,,formality,1,,, innerlayer,1.0,,,,,,,,
5833,,,1gb,1,,, outerlayer,1.0,,,,,,,,
5834,,,porting,3,,, hardened,5.0,,,,,,,,
5835,,,1st,3,,, selfapplicable,1.0,,,,,,,,
5836,,,ported,4,,, powerports,1.0,,,,,,,,
5837,,,rerouted,1,,, audiojacks,1.0,,,,,,,,
5838,,,la,1,,, bay,1.0,,,,,,,,
5839,,,011,1,,, accessorize,1.0,,,,,,,,
5840,,,disconnected,2,,, sensation,24.0,,,,,,,,
5841,,,lady,4,,, riskfree,2.0,,,,,,,,
5842,,,polite,1,,,convenience,4.0,,,,,,,,
5843,,,suggesting,1,,, kink,4.0,,,,,,,,
5844,,,prefixer,1,,, moto,12.0,,,,,,,,
5845,,,an,1,,,service,1.0,,,,,,,,
5846,,,billing,1,,, providertracfone,1.0,,,,,,,,
5847,,,billed,1,,, forwarding,1.0,,,,,,,,
5848,,,partial,2,,, telecommunication,1.0,,,,,,,,
5849,,,gig,2,,, megapixels,2.0,,,,,,,,
5850,,,hassled,1,,, 7mb,1.0,,,,,,,,
5851,,,apn,1,,, frequencyband,1.0,,,,,,,,
5852,,,3in1,3,,, 458,1.0,,,,,,,,
5853,,,nanosim,2,,, 024,1.0,,,,,,,,
5854,,,microsim,2,,, 293,1.0,,,,,,,,
5855,,,autopay,2,,, a1241,3.0,,,,,,,,
5856,,,8gb,3,,,cellular,2.0,,,,,,,,
5857,,,3in1meaning,1,,,verizon,4.0,,,,,,,,
5858,,,nanosize,1,,, buffer,3.0,,,,,,,,
5859,,,envelope,3,,, middle,4.0,,,,,,,,
5860,,,blu,1,,,cdma,2.0,,,,,,,,
5861,,,divaflip,1,,, gorgeous,9.0,,,,,,,,
5862,,,anycall,2,,, client,9.0,,,,,,,,
5863,,,inc,1,,,twopiece,3.0,,,,,,,,
5864,,,merchant,1,,, subtle,3.0,,,,,,,,
5865,,,printout,1,,,0125,1.0,,,,,,,,
5866,,,jersey,1,,, 880mah,1.0,,,,,,,,
5867,,,fourth,2,,,rechargeable,14.0,,,,,,,,
5868,,,001,2,,, 44,16.0,,,,,,,,
5869,,,rurally,1,,, toughness,6.0,,,,,,,,
5870,,,roam,1,,,chefzbest,1.0,,,,,,,,
5871,,,w20,1,,, trutouch,1.0,,,,,,,,
5872,,,phonetmobile,1,,, flawless,1.0,,,,,,,,
5873,,,cent,11,,, sign,1.0,,,,,,,,
5874,,,4glte,1,,,microusb,15.0,,,,,,,,
5875,,,desi,1,,, 100240,15.0,,,,,,,,
5876,,,vpn,1,,, undercharging,15.0,,,,,,,,
5877,,,multimedia,1,,, revolution,19.0,,,,,,,,
5878,,,shopfor,1,,, versa,15.0,,,,,,,,
5879,,,usa,2,,, vx9600,15.0,,,,,,,,
5880,,,neither,1,,, amaze,7.0,,,,,,,,
5881,,,cancelled,2,,,ic,2.0,,,,,,,,
5882,,,write,6,,,digitizer,1.0,,,,,,,,
5883,,,nano,9,,, 12vdc,4.0,,,,,,,,
5884,,,forst,1,,, 110v,4.0,,,,,,,,
5885,,,webpage,7,,, parallel,4.0,,,,,,,,
5886,,,firefox,7,,, chargingintelligent,4.0,,,,,,,,
5887,,,f5,7,,, indicatorcolor,4.0,,,,,,,,
5888,,,611,7,,, msrp,4.0,,,,,,,,
5889,,,8006113733,7,,, 3999,3.0,,,,,,,,
5890,,,survey,7,,, gratia,3.0,,,,,,,,
5891,,,won,8,,, 999,1.0,,,,,,,,
5892,,,caribbean,7,,, mazaa,1.0,,,,,,,,
5893,,,59,7,,,perfectly,1.0,,,,,,,,
5894,,,shame,8,,, camping,1.0,,,,,,,,
5895,,,knowingly,7,,, boating,3.0,,,,,,,,
5896,,,worthless,10,,, fishing,1.0,,,,,,,,
5897,,,nontmobile,2,,, swimming,1.0,,,,,,,,
5898,,,55,3,,, tubing,1.0,,,,,,,,
5899,,,servicecontractual,1,,, kiteboarding,1.0,,,,,,,,
5900,,,obligation,2,,, sasmsung,16.0,,,,,,,,
5901,,,expires,4,,, m820,42.0,,,,,,,,
5902,,,agps,1,,, prevails,7.0,,,,,,,,
5903,,,innovative,1,,, usps,6.0,,,,,,,,
5904,,,amd,1,,, expedited,3.0,,,,,,,,
5905,,,stamp,2,,,thinnest,1.0,,,,,,,,
5906,,,deposited,1,,, 2100mah,393.0,,,,,,,,
5907,,,mindful,1,,, 067,1.0,,,,,,,,
5908,,,finding,7,,,3g,2.0,,,,,,,,
5909,,,booth,2,,, chatstyle,2.0,,,,,,,,
5910,,,lends,1,,, capableemail,2.0,,,,,,,,
5911,,,servicebut,1,,, outermost,3.0,,,,,,,,
5912,,,gophone,2,,, comolded,1.0,,,,,,,,
5913,,,defiantly,3,,, prevailprecedent,9.0,,,,,,,,
5914,,,interest,1,,, pinkblack,3.0,,,,,,,,
5915,,,pleasure,2,,, soptimus,3.0,,,,,,,,
5916,,,setu,1,,, uoptimus,3.0,,,,,,,,
5917,,,tracking,2,,, apms,30.0,,,,,,,,
5918,,,evidently,2,,, gon,30.0,,,,,,,,
5919,,,china,8,,, etcn,30.0,,,,,,,,
5920,,,imed,1,,, apmsn,30.0,,,,,,,,
5921,,,promotion,1,,, lightn,30.0,,,,,,,,
5922,,,1999,1,,, 24v,30.0,,,,,,,,
5923,,,2500,2,,, voltagesn,30.0,,,,,,,,
5924,,,meg,1,,, 325034,30.0,,,,,,,,
5925,,,bombarded,1,,, 125034,30.0,,,,,,,,
5926,,,ussd,5,,, 1125,30.0,,,,,,,,
5927,,,200,4,,, lxwxdn,30.0,,,,,,,,
5928,,,reflashed,1,,,320x240,1.0,,,,,,,,
5929,,,itmy,1,,, lightsensing,1.0,,,,,,,,
5930,,,arriving,1,,, september,2.0,,,,,,,,
5931,,,credited,1,,, 6foot,1.0,,,,,,,,
5932,,,busy,3,,, bed,1.0,,,,,,,,
5933,,,overloaded,1,,, ipads,2.0,,,,,,,,
5934,,,rep,3,,, ipodiphone,1.0,,,,,,,,
5935,,,zap,1,,, eject,3.0,,,,,,,,
5936,,,steal,2,,, meticulously,1.0,,,,,,,,
5937,,,ptel,1,,, 246inch,1.0,,,,,,,,
5938,,,outrageous,1,,, tftlcd,1.0,,,,,,,,
5939,,,shopforprepaid,1,,, 744,1.0,,,,,,,,
5940,,,speedphone,1,,,last,2.0,,,,,,,,
5941,,,1090,1,,, laboratory,2.0,,,,,,,,
5942,,,1231,1,,, bending,2.0,,,,,,,,
5943,,,050,1,,, test,4.0,,,,,,,,
5944,,,fromto,1,,, 10000,2.0,,,,,,,,
5945,,,newly,1,,, smallelectric,4.0,,,,,,,,
5946,,,777,1,,, teflon,2.0,,,,,,,,
5947,,,3months,1,,, structure,3.0,,,,,,,,
5948,,,005,1,,, toughened,2.0,,,,,,,,
5949,,,burglar,1,,, aramid,2.0,,,,,,,,
5950,,,911,1,,, kevlar,2.0,,,,,,,,
5951,,,tariff,3,,, laserwelded,2.0,,,,,,,,
5952,,,signed,2,,, tinned,2.0,,,,,,,,
5953,,,thursday,1,,, 7th,2.0,,,,,,,,
5954,,,friday,2,,, 10ft3m,2.0,,,,,,,,
5955,,,lunch,2,,, 12month,5.0,,,,,,,,
5956,,,caliber,1,,, value22m8zvxur2fcq04mtg0z59zekweneixm8n5end2fkhelezfk0tbzflqlity0ai76boup2b2fp0pssng2fiislrscuozrffot0xznt00poycis7dv5ra5k1fi19usxxh24jfqglstplkefvwnswbrdjqnkx2fx43vnzrmxgn,2.0,,,,,,,,
5957,,,talktextmms,1,,, value2bzhrflvy8nqal5omnwno8pe8ugk7vvf2b4bxur9g1ouoixm6ovuxv9b1ohhizallumi43dka8yu4hs2bfv7ic3jw2bye9s2f29kaumxlmefef6x3qroedfo2fltjd05wgvwa8snjh99fggrpzmv92pctobttutbieupjpn,2.0,,,,,,,,
5958,,,500mb,1,,, experiance,3.0,,,,,,,,
5959,,,sipper,1,,, management,4.0,,,,,,,,
5960,,,voicemail,1,,, non,1.0,,,,,,,,
5961,,,vm,1,,, skid,1.0,,,,,,,,
5962,,,chatted,1,,, surf,1.0,,,,,,,,
5963,,,10200,1,,, displayed,2.0,,,,,,,,
5964,,,renew,1,,, conduct,1.0,,,,,,,,
5965,,,flytrex,1,,, 7mm,3.0,,,,,,,,
5966,,,phantom,1,,, 027,3.0,,,,,,,,
5967,,,p3,1,,, 85mm,3.0,,,,,,,,
5968,,,multicopter,1,,, 035,3.0,,,,,,,,
5969,,,deposit,1,,,instantly,1.0,,,,,,,,
5970,,,requirement,1,,, telescope,1.0,,,,,,,,
5971,,,90day,2,,, contortion,1.0,,,,,,,,
5972,,,cupertino,1,,, luminous,1.0,,,,,,,,
5973,,,karma,1,,, flux,1.0,,,,,,,,
5974,,,prepain,1,,, acuteness,1.0,,,,,,,,
5975,,,notably,2,,, photography,1.0,,,,,,,,
5976,,,actfast,1,,,may,4.0,,,,,,,,
5977,,,voila,1,,, nonapple,4.0,,,,,,,,
5978,,,refill,2,,, assmebly,1.0,,,,,,,,
5979,,,autorefill,1,,, 7p,1.0,,,,,,,,
5980,,,expiration,2,,, strictly,7.0,,,,,,,,
5981,,,interaction,1,,, cosmetic,5.0,,,,,,,,
5982,,,conscious,1,,, lifted,21.0,,,,,,,,
5983,,,boon,1,,, caution,5.0,,,,,,,,
5984,,,vanishing,1,,, extendable,1.0,,,,,,,,
5985,,,frugal,1,,, emailsappointmentschange,1.0,,,,,,,,
5986,,,40yr,1,,, mythic,1.0,,,,,,,,
5987,,,dummy,1,,, a897,1.0,,,,,,,,
5988,,,skeletonframe,1,,, strive,1.0,,,,,,,,
5989,,,spill,2,,, a687,1.0,,,,,,,,
5990,,,whoa,1,,, 200ma,1.0,,,,,,,,
5991,,,inspire,2,,,combo,2.0,,,,,,,,
5992,,,divider,1,,, utility,3.0,,,,,,,,
5993,,,fulllength,1,,,credit,1.0,,,,,,,,
5994,,,upsidedown,1,,, p990safe,1.0,,,,,,,,
5995,,,must,1,,, p990,1.0,,,,,,,,
5996,,,conjuction,1,,, sheathed,1.0,,,,,,,,
5997,,,kicker,1,,,highg,2.0,,,,,,,,
5998,,,miserably,1,,, guaranteedeach,2.0,,,,,,,,
5999,,,undertaking,1,,, shippig,2.0,,,,,,,,
6000,,,ampvolts,1,,, perfectlymore,2.0,,,,,,,,
6001,,,cautious,1,,, wearable,2.0,,,,,,,,
6002,,,attempting,1,,, replacementto,2.0,,,,,,,,
6003,,,education,2,,, installyou,2.0,,,,,,,,
6004,,,00,1,,, according,2.0,,,,,,,,
6005,,,aorse,1,,, operationyou,2.0,,,,,,,,
6006,,,thhough,1,,, packagescreens,2.0,,,,,,,,
6007,,,unbuckled,1,,, exquisite,3.0,,,,,,,,
6008,,,productthx,1,,, crushed,2.0,,,,,,,,
6009,,,712but,1,,, actiongpitemdispatchrefdppromotionsatc1,9.0,,,,,,,,
6010,,,jailbreak,1,,, valuemefwmu4pmj9fawiim3edyzmjc3pjuv8qzm19drdc2ffukpl5b8csvcv1b4lw6p5so7fk5icocjsvz2f2b5edtoksjaka6ttudkte6vuaj8fc5gxmiecz2paj2f1nv3292bn1zfnqoyfm3jnrrigtihtton9l3sydxpqh8n,2.0,,,,,,,,
6011,,,spirit,2,,, valuec0kwdupmqqho6iekawcmczyfk0srbhdysfczvnupfowfljxpiy2b8bkpfidz2btpvqyym8zr8j2fkuraycz9q2n6dcgzcbk3w387w7ee7vgncsmfdgbo58ekf5jza1yhiqi9incrkojpkz4cpkmlzfcrv3nu2ocmqben,2.0,,,,,,,,
6012,,,doq,1,,, value13868207130457016n,2.0,,,,,,,,
6013,,,afteri,1,,,multi,22.0,,,,,,,,
6014,,,takin,1,,, practically,22.0,,,,,,,,
6015,,,memeroryforcrapapps,1,,, 001111,2.0,,,,,,,,
6016,,,somethin,1,,,fight,2.0,,,,,,,,
6017,,,worryabout,1,,, possible,2.0,,,,,,,,
6018,,,heshe,1,,, backward,2.0,,,,,,,,
6019,,,71,2,,, 384,47.0,,,,,,,,
6020,,,obsolete,4,,, quickstart,2.0,,,,,,,,
6021,,,student,4,,, personalizes,2.0,,,,,,,,
6022,,,upgrading,3,,, gts5830,3.0,,,,,,,,
6023,,,sevice,1,,, eforcity,1.0,,,,,,,,
6024,,,til,2,,,sparkling,1.0,,,,,,,,
6025,,,iteasy,1,,, placing,8.0,,,,,,,,
6026,,,storeif,1,,, creative,3.0,,,,,,,,
6027,,,stepdaughter,1,,, designfinish,1.0,,,,,,,,
6028,,,techy,1,,, follow,2.0,,,,,,,,
6029,,,boy,5,,, mix,2.0,,,,,,,,
6030,,,incompatible,2,,, skidding,2.0,,,,,,,,
6031,,,politely,1,,,band,1.0,,,,,,,,
6032,,,respectively,1,,, replacementbrand,1.0,,,,,,,,
6033,,,commendable,1,,,horn,2.0,,,,,,,,
6034,,,smile,1,,, 115,1.0,,,,,,,,
6035,,,peoplebuy,1,,, rose,1.0,,,,,,,,
6036,,,confidence,3,,, 118,2.0,,,,,,,,
6037,,,geri,1,,, 61,7.0,,,,,,,,
6038,,,barnes,1,,, 9001700,1.0,,,,,,,,
6039,,,glitchy,1,,, adreno,3.0,,,,,,,,
6040,,,sept,1,,, 220,1.0,,,,,,,,
6041,,,refused,1,,, msm,1.0,,,,,,,,
6042,,,coupleiphones,1,,, 8260,1.0,,,,,,,,
6043,,,legit,2,,, touchfocus,1.0,,,,,,,,
6044,,,scrached,1,,, 1080p30fps,1.0,,,,,,,,
6045,,,chiped,1,,, secondary,1.0,,,,,,,,
6046,,,tem,1,,, v30,2.0,,,,,,,,
6047,,,aarp,1,,, microbus,1.0,,,,,,,,
6048,,,target,2,,, mhl,3.0,,,,,,,,
6049,,,itunes,1,,, sense,3.0,,,,,,,,
6050,,,knowledge,2,,, aliph,4.0,,,,,,,,
6051,,,1820,1,,, bombshell,4.0,,,,,,,,
6052,,,gradually,2,,, cashmere,4.0,,,,,,,,
6053,,,technologically,2,,, catch,4.0,,,,,,,,
6054,,,fitness,2,,, denim,4.0,,,,,,,,
6055,,,feed,1,,, rogue,4.0,,,,,,,,
6056,,,1thru20,1,,,broadcast,1.0,,,,,,,,
6057,,,hitch,1,,, dvd,1.0,,,,,,,,
6058,,,faithful,1,,, allin1,2.0,,,,,,,,
6059,,,tonkins,1,,, transmitteryou,1.0,,,,,,,,
6060,,,tonkin,2,,, ipodor,1.0,,,,,,,,
6061,,,sunday,1,,, audiofm,1.0,,,,,,,,
6062,,,16gb,1,,, designsuitable,1.0,,,,,,,,
6063,,,nib,1,,, zuen,1.0,,,,,,,,
6064,,,don,2,,, carsflexible,1.0,,,,,,,,
6065,,,r,1,,, pipe,1.0,,,,,,,,
6066,,,lakewood,1,,, designholder,1.0,,,,,,,,
6067,,,traded,1,,, placeadditional,1.0,,,,,,,,
6068,,,silint,1,,, audiototal,1.0,,,,,,,,
6069,,,scam,1,,, deviceslcd,1.0,,,,,,,,
6070,,,plentiful,1,,, backlightremovable,1.0,,,,,,,,
6071,,,cloud,1,,, stopper,1.0,,,,,,,,
6072,,,processor,1,,, droppedhigh,1.0,,,,,,,,
6073,,,gamers,1,,, powerusb,1.0,,,,,,,,
6074,,,continuing,2,,, 20hz,1.0,,,,,,,,
6075,,,rubbed,1,,, 5m,1.0,,,,,,,,
6076,,,aint,1,,, 1640,1.0,,,,,,,,
6077,,,yourself,3,,, ftpackage,1.0,,,,,,,,
6078,,,crunched,1,,, mb855,8.0,,,,,,,,
6079,,,applying,2,,, photon,13.0,,,,,,,,
6080,,,kneeling,1,,, forcing,2.0,,,,,,,,
6081,,,puzzle,1,,, 12ghz,5.0,,,,,,,,
6082,,,reliant,1,,, 16gbexpandable,5.0,,,,,,,,
6083,,,descried,1,,,ihorn,2.0,,,,,,,,
6084,,,phonesthe,1,,,no,2.0,,,,,,,,
6085,,,speedy,3,,, needed13,1.0,,,,,,,,
6086,,,functionsgot,1,,, amplifer,1.0,,,,,,,,
6087,,,fastest,5,,, enlarges,1.0,,,,,,,,
6088,,,shortcoming,2,,, handfree,1.0,,,,,,,,
6089,,,magnify,1,,, followingiphone,1.0,,,,,,,,
6090,,,hadto,1,,, handhelditems,2.0,,,,,,,,
6091,,,hassel,1,,, lose,2.0,,,,,,,,
6092,,,phonesstill,1,,, flexi,2.0,,,,,,,,
6093,,,my3d,2,,, 6350,1.0,,,,,,,,
6094,,,waysome,1,,, i9100model,5.0,,,,,,,,
6095,,,stereophoto,2,,, gti9100,5.0,,,,,,,,
6096,,,align,2,,, stabilize,3.0,,,,,,,,
6097,,,hasbro,1,,, 3db,3.0,,,,,,,,
6098,,,payment,1,,, iv,1.0,,,,,,,,
6099,,,thee,1,,, gti9500,1.0,,,,,,,,
6100,,,synch,1,,, 1x,3.0,,,,,,,,
6101,,,lieu,1,,, sshape,1.0,,,,,,,,
6102,,,appart,1,,, 4color,1.0,,,,,,,,
6103,,,randomly,2,,, ballpoint,1.0,,,,,,,,
6104,,,2gb,1,,,6,2.0,,,,,,,,
6105,,,scuffed,1,,, canon,5.0,,,,,,,,
6106,,,electricity,2,,, 600d,2.0,,,,,,,,
6107,,,ffsalsayahoocom,1,,, rebel,2.0,,,,,,,,
6108,,,scratchy,1,,, t3i,2.0,,,,,,,,
6109,,,voistek,1,,, tm,2.0,,,,,,,,
6110,,,whatnot,1,,,tested,3.0,,,,,,,,
6111,,,glow,1,,, exceed,5.0,,,,,,,,
6112,,,gamestop,1,,, department,6.0,,,,,,,,
6113,,,tin,1,,, defense,6.0,,,,,,,,
6114,,,overtheear,1,,, 0035,3.0,,,,,,,,
6115,,,greatthanks,1,,, cased,4.0,,,,,,,,
6116,,,listener,1,,,32,13.0,,,,,,,,
6117,,,wanna,1,,, morphine,13.0,,,,,,,,
6118,,,corded,1,,, synch,13.0,,,,,,,,
6119,,,sseries,3,,, 50v,3.0,,,,,,,,
6120,,,ericsson,1,,, bundle,1.0,,,,,,,,
6121,,,httpwwwjensigncoms4distortion,1,,,dandycase,1.0,,,,,,,,
6122,,,describes,1,,, sghi777,6.0,,,,,,,,
6123,,,impedance,1,,, effortless,1.0,,,,,,,,
6124,,,sooooo,1,,, 800g,4.0,,,,,,,,
6125,,,thunderbolt,2,,, kick,9.0,,,,,,,,
6126,,,remains,3,,, swiveling,9.0,,,,,,,,
6127,,,stumbled,1,,, portmultiprotection,2.0,,,,,,,,
6128,,,stood,3,,, statusfoldable,2.0,,,,,,,,
6129,,,absorb,1,,, portabilityinput,2.0,,,,,,,,
6130,,,shock,2,,, 42v300mausb,2.0,,,,,,,,
6131,,,5v,2,,,accommodates,1.0,,,,,,,,
6132,,,07a,1,,,prevents,1.0,,,,,,,,
6133,,,2a,3,,, 101,9.0,,,,,,,,
6134,,,favor,3,,, montana,4.0,,,,,,,,
6135,,,dangling,2,,, 650,7.0,,,,,,,,
6136,,,discover,3,,, 650t,4.0,,,,,,,,
6137,,,bone,1,,, 0101165405,4.0,,,,,,,,
6138,,,blingy,1,,, alcatel,11.0,,,,,,,,
6139,,,warp,1,,, ot880a,11.0,,,,,,,,
6140,,,attcom,1,,, avengeance,11.0,,,,,,,,
6141,,,attcomactivation,1,,, cab3120000c1,11.0,,,,,,,,
6142,,,atrix,1,,, hologram,21.0,,,,,,,,
6143,,,popout,1,,, authenticity,11.0,,,,,,,,
6144,,,prop,3,,, 45inch,5.0,,,,,,,,
6145,,,carried,4,,, cortexa8,5.0,,,,,,,,
6146,,,lined,1,,, multiwindow,1.0,,,,,,,,
6147,,,risky,3,,,alligator,2.0,,,,,,,,
6148,,,biking,1,,, cross,2.0,,,,,,,,
6149,,,unconditionally,1,,, zipper,2.0,,,,,,,,
6150,,,dependent,2,,,satisfaction,1.0,,,,,,,,
6151,,,skewed,1,,, unbeatable,1.0,,,,,,,,
6152,,,clickable,1,,,capacitive,3.0,,,,,,,,
6153,,,detente,1,,, dustdirt,1.0,,,,,,,,
6154,,,propose,1,,,invehicle,3.0,,,,,,,,
6155,,,devil,1,,, trail,3.0,,,,,,,,
6156,,,junky,1,,, rino,3.0,,,,,,,,
6157,,,ality,1,,, 610,3.0,,,,,,,,
6158,,,nature,2,,, 655t,3.0,,,,,,,,
6159,,,halfassing,1,,,clean,91.0,,,,,,,,
6160,,,quarterassed,1,,, clever,91.0,,,,,,,,
6161,,,adhered,1,,, verify,91.0,,,,,,,,
6162,,,ipa,1,,, casesleeveskin,91.0,,,,,,,,
6163,,,lintfree,1,,, determining,91.0,,,,,,,,
6164,,,towel,1,,, rustproof,91.0,,,,,,,,
6165,,,kimwipes,1,,, mot2phtn4,1.0,,,,,,,,
6166,,,lowlint,1,,, c771,12.0,,,,,,,,
6167,,,cotton,1,,, lightnig,25.0,,,,,,,,
6168,,,swab,1,,, systemthis,5.0,,,,,,,,
6169,,,tweezer,1,,, operatethis,5.0,,,,,,,,
6170,,,bond,2,,, 78,5.0,,,,,,,,
6171,,,dude,1,,, chargingsupports,5.0,,,,,,,,
6172,,,litteraly,1,,, hifi,5.0,,,,,,,,
6173,,,deteriorates,1,,, qualitysupport,5.0,,,,,,,,
6174,,,strobe,1,,, outputgive,5.0,,,,,,,,
6175,,,drone,1,,, products724,5.0,,,,,,,,
6176,,,baggie,1,,, bybut,5.0,,,,,,,,
6177,,,whilst,1,,, solutionthis,5.0,,,,,,,,
6178,,,recomended,2,,,equipped,3.0,,,,,,,,
6179,,,movil,1,,,60x,3.0,,,,,,,,
6180,,,70cm,1,,, magnification,3.0,,,,,,,,
6181,,,scan,1,,, ab463446ba,2.0,,,,,,,,
6182,,,coms,1,,, e1360,2.0,,,,,,,,
6183,,,lowpriced,1,,, i777,2.0,,,,,,,,
6184,,,jobgood,1,,, sii,9.0,,,,,,,,
6185,,,agoout,1,,, hyperion,6.0,,,,,,,,
6186,,,attend,1,,, b005xohq6y,1.0,,,,,,,,
6187,,,z30,2,,, b005x9gdmw,1.0,,,,,,,,
6188,,,blutooth,1,,, b005zskn0e,1.0,,,,,,,,
6189,,,paries,1,,, i7777,1.0,,,,,,,,
6190,,,moist,1,,, currently,2.0,,,,,,,,
6191,,,weep,1,,, innermost,2.0,,,,,,,,
6192,,,concentrate,1,,, frequently,1.0,,,,,,,,
6193,,,ff,1,,, impacted,1.0,,,,,,,,
6194,,,inline,1,,, deeper,7.0,,,,,,,,
6195,,,motivated,1,,, mophie,7.0,,,,,,,,
6196,,,beater,1,,, 55s,14.0,,,,,,,,
6197,,,chuky,1,,, survivor,7.0,,,,,,,,
6198,,,woutdoor,1,,, minimizing,7.0,,,,,,,,
6199,,,snide,1,,, adjusting,7.0,,,,,,,,
6200,,,iphone5s,1,,, clothing,7.0,,,,,,,,
6201,,,5se,1,,, ex3,7.0,,,,,,,,
6202,,,runner,1,,, shellholster,2.0,,,,,,,,
6203,,,tshirt,1,,, moisturewicking,4.0,,,,,,,,
6204,,,clothes,1,,, compressionstyle,4.0,,,,,,,,
6205,,,circulation,1,,, xxl,2.0,,,,,,,,
6206,,,fastened,1,,, truecomfort,1.0,,,,,,,,
6207,,,bare,1,,, hk210,1.0,,,,,,,,
6208,,,runningjumping,1,,, tall,1.0,,,,,,,,
6209,,,ink,23,,, verizonsprint,20.0,,,,,,,,
6210,,,offbranded,1,,, colorwhite,3.0,,,,,,,,
6211,,,canon,8,,, materialsilicon,5.0,,,,,,,,
6212,,,leaking,2,,, p920h,5.0,,,,,,,,
6213,,,fourteen,1,,, thrill,6.0,,,,,,,,
6214,,,pixma,3,,,toogoor,1.0,,,,,,,,
6215,,,smear,1,,, gsmatt,1.0,,,,,,,,
6216,,,inkdye,1,,, cdmaverizon,1.0,,,,,,,,
6217,,,sophia,7,,,back,2.0,,,,,,,,
6218,,,global,5,,, deactivated,2.0,,,,,,,,
6219,,,inkjet,1,,, appears,2.0,,,,,,,,
6220,,,compatibles,1,,, t989,2.0,,,,,,,,
6221,,,sg,1,,, d710,49.0,,,,,,,,
6222,,,cart,1,,, t759,3.0,,,,,,,,
6223,,,chang,1,,, exhibit,5.0,,,,,,,,
6224,,,clog,3,,, 314inch,4.0,,,,,,,,
6225,,,mx882,2,,, payment,4.0,,,,,,,,
6226,,,magenta,1,,, 3megapixel,6.0,,,,,,,,
6227,,,rejected,1,,,12v,4.0,,,,,,,,
6228,,,piper,2,,, 16channel,8.0,,,,,,,,
6229,,,admit,3,,, relay,16.0,,,,,,,,
6230,,,necessitating,1,,, 1520ma,4.0,,,,,,,,
6231,,,blot,1,,, highcurrent,4.0,,,,,,,,
6232,,,examination,1,,, ac250v,4.0,,,,,,,,
6233,,,wondered,1,,, 10a,4.0,,,,,,,,
6234,,,guesswork,1,,, dc30v,4.0,,,,,,,,
6235,,,aio,1,,, 12a,4.0,,,,,,,,
6236,,,dispensing,1,,, microcontroller,4.0,,,,,,,,
6237,,,dribbling,1,,, arduino,4.0,,,,,,,,
6238,,,cyan,1,,, 8051,4.0,,,,,,,,
